ID,SOURCE,REVIEW BY,REVIEW DATE,REVIEW SUBJECT,text,REVIEW RATING,REVIEW TYPE
116,Google + HK HILL,Abhishek Tmr,12/26/2014,,Just beautiful n serene.. Always come here when I am in Bengaluru,5,POSITIVE
117,Trip Advisor,Abhishek9515,12/17/2016,Iskon temple Bangalore,Its a usual temple same as the other part of country. The place is really good and gives you inner peace.,5,POSITIVE
118,Google + HK HILL,abhisheka abhi,2/23/2017,NA,supper,5,POSITIVE
119,Trip Advisor,Abhishekca1,3/15/2015,"Great place for peace, tranquility and be closer to Krishna","There is something unique about ISKON temples, whether you are in Mumbai or Chennai, you fell in love with vibrant positive energy, Krishna chanting or whole atmosphere. You want to be there and spend a long time, just be closer to Krishna. A great holy place, a must visit.",5,POSITIVE
120,Trip Advisor,AbhishekTiwariMum,11/20/2016,Beautiful and a majestic place,"very beautifully made place, i visited here on Saturday night & the crowd was less & i also liked the khichdi they gave as a prasad, it was so delicious in taste",5,POSITIVE
121,Trip Advisor,abkush,1/6/2016,Another ISKCON temple,"Same as any other ISKCON temple, with lot of commercialization which is a norm nowadays in ISKCON. People who like temples will like it anyways, architecture wise pretty normal. For those seeking peace, crowd and commercial stalls are going to make it very tough.",3,NEGATIVE
122,Google + HK HILL,Abraham Jacob,4/7/2017,NA,Amazing experience.,5,POSITIVE
123,Trip Advisor,AceKumar,10/1/2015,Radhe Radhe,"I went with my family and it was amazing experience. The temple is closed in afternoon, so please confirm the timings before making any plans.",5,POSITIVE
124,Trip Advisor,Achal A,5/24/2017,Family visit,"The place is so spiritual. Once you enter you can feel it. I went with my dad and bro. We had a nice experience. For person coming to Bangalore first time, it is a must go place.",4,POSITIVE
125,Google + HK HILL,Achala Hariprasad,7/27/2017,NA,It is a tourist place as the Temple is very big. Very huge variety of prasad sold. Many tourists visit this place,3,POSITIVE
126,Google + HK HILL,Achyuth Raju,11/15/2016,NA,Nice place,5,POSITIVE
127,Google + HK HILL,Act mb,5/10/2014,,I love this temple very much,5,POSITIVE
128,Google + HK HILL,Adarsh C,5/18/2017,NA,Best temple in city,5,POSITIVE
129,Google + HK HILL,Adarsh Goyal,6/18/2016,NA,"Well as usual part of ISKCON society.. located near ORION mall ..quite good place to visit.. you have to submit ur SLIPPERS,SHOES THR ...when u reach just near the temple, for each step you have to say..""HARE KRISHNA HARE KRISHNA KRISHNA KRISHNA HARE HARE"" and move one step forward.. rest is aarti tym and some sculptures and art to see.. water fountain at dawn... & last is PRASAD OF KHICHDI ..which is tasty can take two haha..!!",4,POSITIVE
130,Google + HK HILL,Adarsh Kharvi,8/11/2016,NA,Peaceful,5,POSITIVE
131,Trip Advisor,adarsh_devan,8/10/2014,Elegant!,"This was the first temple i visited and subsequently went back 3 times. It is free entry - follow the locals not the tourist route if you want a real experience, take time to read the signs it will help you to understand what the temple represents. Visited September 2013",5,POSITIVE
132,Trip Advisor,Adarsha K,6/9/2016,Nice Architecture on top of a Stone,"Its a nicely architectured temple both from outside and inside. Normally there is no/little queue to visit the idols inside the temple except for special occasions like janmastami etc. After visiting Idols, one can see a little museum inside which is worth seeing, Buy laddus and other sweets, but accessories like clothes, sandalwood, idols, calendars and many other stuffs (a little commercial shop). There is also a small food court inside which is not that costly serving bajjis, samosas, sweets and many more stuffs. At last Prasadam (khichdi) will be given to every visitor.",4,POSITIVE
133,Trip Advisor,AdarshRockzz,12/29/2015,A NiCe PlAce,A very good Temple........:-) must visitable place with family or friends good maintenance is maintained;-),4,POSITIVE
134,Google + HK HILL,Adersh Nair,12/22/2015,,Good place.,4,POSITIVE
135,Google + HK HILL,Adhi S K,5/4/2017,NA,"Love to visit always.... Devotees are very good, they have right philosophy of God and they are very easy to understand to apply in our day to day life. Which made me to be Happy.",5,POSITIVE
136,Google + HK HILL,Adhi S K,1/18/2016,,"Love to visit always.... Devotees are very good, they have right philosophy of God and they are very easy to understand to apply in our day to day life. Which made me to be Happy.",5,POSITIVE
137,Trip Advisor,adiprakas,3/18/2016,"If you go for spiritual reasons - good place, if you go for travel purposes-no comments","The temple is a huge structure with the usual soothing and divine aura that a temple has. However once you have had the darshan, you willl slowly find the temple transforming into a commercial center, with lots of food and shopping items. The place is highly crowded with long queues. When I went there with my family it was 3:00 in the afternoon and we had to wait till 4:00PM for the gates to open.",3,NEGATIVE
138,Trip Advisor,Adirups,6/30/2016,Mythology and myths meet here,"I have been to this place even during my college days. This time I went along my in laws. No doubt you will find crowd here almost any time during the week. The campus is clean and well maintained. You have allowed place for keeping your Footwear so that is something, you are not gonna lose on return. The temple is huge specially the Krishna Radha temple. Once you will enter the temple, your thoughts can dive in the divine surrounding or can go rational. I am a devotee but here I feel another aspect of devotion. With all due respect, I prefer this place as a visit spot and not very much as temple. You have shopping area, food Court inside the premises. You will also meet temple priest who will teach you the way to please God. Well everyone has their own definition of God and devotion and so have mine. A good place to be with family without any concern. But you go there.. Do not miss the morning Aarti and the Prasadam they give to all the devotees. Prefer that preparation rather than buying sweets on the name of Prasadam just to avoid queue and crowd. Always remember God never charge you for his blessings but human does for their service.",4,NEGATIVE
139,Trip Advisor,adithya369,5/29/2016,Good Place,This devine location is very clevely constucted. The bhajans and the preachings in the temple will sure make your mind peaceful.,4,POSITIVE
140,Trip Advisor,Aditi C,1/8/2015,Divine,"Like most ISKCON temples, it is a very serene place. Also, this temple has multiple floors with different deities. The Radha krishna deities are very beautiful and not like the ones we see in other ISKCON temples. They have a South Indian touch to their attire and shringar. Also, the Venkatesh balaji darshan here is breathtaking. You can buy delicious pure vegetarian prasad here at the temple eateries. Awesome experience.",5,POSITIVE
141,Facebook,Aditi Rao,12/4/2015,,i really like iskcon. and in future i want to be a part of iskcon community. i really trust in lord krishna. thank you for a happiness life in the world.,5,POSITIVE
142,Trip Advisor,aditi y,3/9/2016,hanting hill,One place in Bangalore where u can find a modern Temple is this hare Krishna hill iskcon Temple. The chanting of hare Krishna mantra keeps Ur soul at peace. Very well maintained Temple premises. A must visit place.,5,POSITIVE
143,Google + HK HILL,aditya agarwal,6/9/2017,NA,Nice place .. peace !!,5,POSITIVE
144,Google + HK HILL,Aditya Ayodhya,1/10/2016,,One of bangalore's famous landmarks. A must visit n experience the grandeur with which Pooja and bhajans are performed here.,5,POSITIVE
145,Google + HK HILL,Aditya Chavali,7/6/2017,NA,I must first underline that I went at a non peak hour. Worth a visit just to see the place and the interiors. They have been done very well. There are still quite a large number of people present during a non peak hour but it is definitely a better time to visit do that you can see the place in a relaxed manner. You can visit their pure veg restaurant called higher taste on the inside without doing a tour of the place by walking from the car entrance and not the walk - in path. There are a lot of,4,POSITIVE
146,Google + HK HILL,Aditya Das,6/22/2016,NA,Very peaceful.,5,POSITIVE
147,Google + HK HILL,Aditya Gopinath,3/20/2017,NA,A divine place. You can feel the positive vibes all through. They all provide very tasty prasadam. Very Hygienic place.,4,POSITIVE
148,Google + HK HILL,Aditya Jaiswal,12/11/2016,NA,Divine,3,POSITIVE
149,Trip Advisor,Aditya K,5/14/2017,Must see!!!,"While it's religious, one can visit it for the marvelous architecture and awesome food. Avoid holidays as it gets really crowded.",5,POSITIVE
150,Trip Advisor,ADITYA K,6/16/2016,Went on rainy day,"one of the beautiful temple in bangalore, its just like heaven inside the temple everyone chanting mantras of lord krishna and i loved the visit.",5,POSITIVE
151,Google + HK HILL,Aditya Kh,6/22/2016,NA,Hare Krisna Hare Rama,5,POSITIVE
152,Google + HK HILL,aditya kumar,9/15/2015,,Really a nice place .,5,POSITIVE
153,Google + HK HILL,Aditya Pal,7/17/2016,NA,Feels Blissful and Blessed.,5,POSITIVE
154,Google + HK HILL,Aditya pol,12/20/2016,NA,Beautiful temple,5,POSITIVE
155,Google + HK HILL,Aditya pol,6/27/2017,NA,Beautiful temple. Pleasant ambiance. The place is usually crowded. Best time of the day to visit this place is after sunset.,5,POSITIVE
156,Trip Advisor,Aditya S,1/12/2017,Lavish,"Lavish Temple of Krishna, beautiful temple, building is huge, compound is huge, decoration is divine, beautiful is the lowest word, lavish temple, food is good at their restaurant which is little away from main temple. but you should watch the Shringar(decoration of God's statue). visit at the evening time.",5,POSITIVE
157,Google + HK HILL,Aditya Sharma,8/31/2016,NA,I love this place,5,POSITIVE
158,Trip Advisor,aditya299,4/10/2016,AWESOME PLACE,This is the best krishna temple in Bangalore i have visited. This temple is where I found that the rituals performed here are beautiful and feel to watch the rituals being performed again and again. Please make a visit at least once if coming to Bangalore.,5,POSITIVE
